,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
19403,01a007d4e40111ebb5ee12505c6ae237,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19404,01a2fd40e40111ebb5ee12505c6ae237,18,Doublet,Doublet,Doublet
19405,01a5a1a8e40111ebb5ee12505c6ae237,9,DC,cDC2,HLA-DRhi cDC2
19406,01a9fdfce40111ebb5ee12505c6ae237,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19407,874b3a28e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19408,874b8f8ce3fe11eb88346afc45235a84,4,DC,pDC,pDC
19409,874da04ce3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19410,874dda8ae3fe11eb88346afc45235a84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19411,874dfaa6e3fe11eb88346afc45235a84,1,DC,pDC,pDC
19412,8750f378e3fe11eb88346afc45235a84,4,DC,pDC,pDC
19413,8751fdaee3fe11eb88346afc45235a84,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19414,8759a572e3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19415,875b10b0e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19416,875b6754e3fe11eb88346afc45235a84,19,DC,cDC2,CD14+ cDC2
19417,875b68eee3fe11eb88346afc45235a84,19,DC,cDC2,CD14+ cDC2
19418,875c8d78e3fe11eb88346afc45235a84,3,DC,cDC2,CD14+ cDC2
19419,875d0cbce3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19420,8763e9f6e3fe11eb88346afc45235a84,22,DC,pDC,pDC
19421,87665b96e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19422,87668dc8e3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19423,87688c18e3fe11eb88346afc45235a84,5,Monocyte,Intermediate monocyte,Intermediate monocyte
19424,876912c8e3fe11eb88346afc45235a84,2,DC,cDC2,CD14+ cDC2
19425,876bcacce3fe11eb88346afc45235a84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19426,876da964e3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19427,876e06c0e3fe11eb88346afc45235a84,2,DC,cDC2,HLA-DRhi cDC2
19428,876e26d2e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19429,8770194ce3fe11eb88346afc45235a84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19430,8770b00ae3fe11eb88346afc45235a84,9,DC,cDC2,HLA-DRhi cDC2
19431,8772ef32e3fe11eb88346afc45235a84,16,DC,cDC2,CD14+ cDC2
19432,8773dda2e3fe11eb88346afc45235a84,0,DC,pDC,pDC
19433,87741114e3fe11eb88346afc45235a84,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19434,877498b4e3fe11eb88346afc45235a84,16,DC,cDC2,CD14+ cDC2
19435,8774f8a4e3fe11eb88346afc45235a84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19436,8776e01ae3fe11eb88346afc45235a84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19437,87773a92e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19438,877822f4e3fe11eb88346afc45235a84,9,DC,cDC2,CD14+ cDC2
19439,87784c48e3fe11eb88346afc45235a84,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19440,8779607ee3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19441,877a4e08e3fe11eb88346afc45235a84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19442,877ab398e3fe11eb88346afc45235a84,9,DC,cDC2,HLA-DRhi cDC2
19443,877c8f9ce3fe11eb88346afc45235a84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19444,877cedb6e3fe11eb88346afc45235a84,8,DC,cDC2,HLA-DRhi cDC2
19445,877e91dee3fe11eb88346afc45235a84,5,Monocyte,Intermediate monocyte,Intermediate monocyte
19446,877f9944e3fe11eb88346afc45235a84,6,DC,cDC2,CD14+ cDC2
19447,8781365ae3fe11eb88346afc45235a84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19448,1b8e00c6e3ff11ebbe3f9efd769d557a,16,DC,cDC2,CD14+ cDC2
19449,1b8eedcee3ff11ebbe3f9efd769d557a,5,Monocyte,Intermediate monocyte,Intermediate monocyte
19450,1b8f70dce3ff11ebbe3f9efd769d557a,0,DC,pDC,pDC
19451,1b8f947ce3ff11ebbe3f9efd769d557a,19,DC,cDC2,CD14+ cDC2
19452,1b905114e3ff11ebbe3f9efd769d557a,15,DC,cDC2,CD14+ cDC2
19453,1b923ed4e3ff11ebbe3f9efd769d557a,15,DC,cDC2,CD14+ cDC2
19454,1b92fd7ee3ff11ebbe3f9efd769d557a,1,DC,pDC,pDC
19455,1b940c50e3ff11ebbe3f9efd769d557a,13,DC,cDC2,ISG+ cDC2
19456,1b945b7ee3ff11ebbe3f9efd769d557a,11,DC,cDC2,HLA-DRhi cDC2
19457,1b94e4d6e3ff11ebbe3f9efd769d557a,20,Doublet,Doublet,Doublet
19458,1b9529aae3ff11ebbe3f9efd769d557a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19459,1b968e58e3ff11ebbe3f9efd769d557a,8,DC,cDC2,HLA-DRhi cDC2
19460,1b993734e3ff11ebbe3f9efd769d557a,17,DC,cDC1,cDC1
19461,1b9fd706e3ff11ebbe3f9efd769d557a,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19462,1ba02148e3ff11ebbe3f9efd769d557a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19463,1ba22420e3ff11ebbe3f9efd769d557a,8,DC,cDC2,HLA-DRhi cDC2
19464,1ba5cbdee3ff11ebbe3f9efd769d557a,19,DC,cDC2,CD14+ cDC2
19465,1ba6379ae3ff11ebbe3f9efd769d557a,2,DC,cDC2,HLA-DRhi cDC2
19466,1ba8b1c8e3ff11ebbe3f9efd769d557a,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19467,1baa2652e3ff11ebbe3f9efd769d557a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19468,1baae1fae3ff11ebbe3f9efd769d557a,11,DC,cDC2,HLA-DRhi cDC2
19469,1bac91e4e3ff11ebbe3f9efd769d557a,2,DC,cDC2,HLA-DRhi cDC2
19470,1badb3eee3ff11ebbe3f9efd769d557a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19471,1badc8cae3ff11ebbe3f9efd769d557a,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19472,1bae685ce3ff11ebbe3f9efd769d557a,9,DC,cDC2,HLA-DRhi cDC2
19473,1bb31fc8e3ff11ebbe3f9efd769d557a,15,DC,cDC2,CD14+ cDC2
19474,1bb6f134e3ff11ebbe3f9efd769d557a,11,DC,cDC2,HLA-DRhi cDC2
19475,1bb7175ee3ff11ebbe3f9efd769d557a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19476,1bbcd338e3ff11ebbe3f9efd769d557a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19477,1bbd62f8e3ff11ebbe3f9efd769d557a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19478,1bbd8a44e3ff11ebbe3f9efd769d557a,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19479,1bbdc478e3ff11ebbe3f9efd769d557a,9,DC,cDC2,CD14+ cDC2
19480,1bbfcc14e3ff11ebbe3f9efd769d557a,8,DC,cDC2,HLA-DRhi cDC2
19481,1bc00e5ee3ff11ebbe3f9efd769d557a,18,Doublet,Doublet,Doublet
19482,1bc14620e3ff11ebbe3f9efd769d557a,0,DC,pDC,pDC
19483,1bc1b542e3ff11ebbe3f9efd769d557a,14,DC,cDC2,CD14+ cDC2
19484,1bc1f0fce3ff11ebbe3f9efd769d557a,16,DC,cDC2,CD14+ cDC2
19485,1bc2e7a0e3ff11ebbe3f9efd769d557a,9,DC,cDC2,CD14+ cDC2
19486,1bc3e02ee3ff11ebbe3f9efd769d557a,2,DC,cDC2,HLA-DRhi cDC2
19487,1bc4a25ce3ff11ebbe3f9efd769d557a,16,DC,cDC2,HLA-DRhi cDC2
19488,1bc66d26e3ff11ebbe3f9efd769d557a,8,DC,cDC2,HLA-DRhi cDC2
19489,1bc7effce3ff11ebbe3f9efd769d557a,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19490,1bcb089ae3ff11ebbe3f9efd769d557a,15,DC,cDC2,CD14+ cDC2
19491,1bcc0fece3ff11ebbe3f9efd769d557a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19492,1bcef8a6e3ff11ebbe3f9efd769d557a,2,DC,cDC2,CD14+ cDC2
19493,9c41b0d2748d11eb8ec6c6eb439e4cc3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19494,9c427738748d11eb8ec6c6eb439e4cc3,13,DC,cDC2,HLA-DRhi cDC2
19495,9c42e8da748d11eb8ec6c6eb439e4cc3,15,DC,cDC2,CD14+ cDC2
19496,9c480fae748d11eb8ec6c6eb439e4cc3,17,DC,cDC1,cDC1
19497,9c4919ee748d11eb8ec6c6eb439e4cc3,9,DC,cDC2,HLA-DRhi cDC2
19498,9c4934ce748d11eb8ec6c6eb439e4cc3,8,DC,cDC2,HLA-DRhi cDC2
19499,9c5408a4748d11eb8ec6c6eb439e4cc3,15,DC,cDC2,CD14+ cDC2
19500,9c67713c748d11eb8ec6c6eb439e4cc3,14,DC,cDC2,CD14+ cDC2
19501,9c6afc9e748d11eb8ec6c6eb439e4cc3,20,Doublet,Doublet,Doublet
19502,9c6b351a748d11eb8ec6c6eb439e4cc3,15,DC,cDC2,CD14+ cDC2
19503,9c6ccea2748d11eb8ec6c6eb439e4cc3,14,DC,cDC2,CD14+ cDC2
19504,9c6d63f8748d11eb8ec6c6eb439e4cc3,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19505,9c74d8a4748d11eb8ec6c6eb439e4cc3,10,DC,cDC2,CD14+ cDC2
19506,9c7bb70a748d11eb8ec6c6eb439e4cc3,8,DC,cDC2,HLA-DRhi cDC2
19507,9c85e018748d11eb8ec6c6eb439e4cc3,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19508,9c8654bc748d11eb8ec6c6eb439e4cc3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19509,9c898236748d11eb8ec6c6eb439e4cc3,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19510,9c8e63fa748d11eb8ec6c6eb439e4cc3,18,Doublet,Doublet,Doublet
19511,9c8fd816748d11eb8ec6c6eb439e4cc3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19512,9c942e02748d11eb8ec6c6eb439e4cc3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19513,9c979682748d11eb8ec6c6eb439e4cc3,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19514,9ca0ebe2748d11eb8ec6c6eb439e4cc3,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19515,6d590f64749111eb9099229ae8d7075c,1,DC,pDC,pDC
19516,6d59f96a749111eb9099229ae8d7075c,1,DC,pDC,pDC
19517,6d5b45c2749111eb9099229ae8d7075c,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19518,6d5ee1aa749111eb9099229ae8d7075c,15,DC,cDC2,CD14+ cDC2
19519,6d641ee0749111eb9099229ae8d7075c,8,DC,cDC2,HLA-DRhi cDC2
19520,6d66eba2749111eb9099229ae8d7075c,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19521,6d69455a749111eb9099229ae8d7075c,9,DC,cDC2,HLA-DRhi cDC2
19522,6d6f5ed6749111eb9099229ae8d7075c,2,DC,cDC2,HLA-DRhi cDC2
19523,6d703c7a749111eb9099229ae8d7075c,11,DC,cDC2,HLA-DRhi cDC2
19524,6d705700749111eb9099229ae8d7075c,15,DC,cDC2,CD14+ cDC2
19525,6d7e8c94749111eb9099229ae8d7075c,2,DC,cDC2,HLA-DRhi cDC2
19526,6d80f9d4749111eb9099229ae8d7075c,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19527,6d86ebdc749111eb9099229ae8d7075c,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19528,6d874e7e749111eb9099229ae8d7075c,11,DC,cDC2,HLA-DRhi cDC2
19529,6d996244749111eb9099229ae8d7075c,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19530,6d9a3412749111eb9099229ae8d7075c,13,DC,cDC2,ISG+ cDC2
19531,6da48764749111eb9099229ae8d7075c,20,Doublet,Doublet,Doublet
19532,6da5c5de749111eb9099229ae8d7075c,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19533,6db35bc2749111eb9099229ae8d7075c,10,Monocyte,CD14 monocyte,Core CD14 monocyte
19534,6dba288a749111eb9099229ae8d7075c,4,DC,pDC,pDC
19535,6dc2b810749111eb9099229ae8d7075c,15,DC,cDC2,CD14+ cDC2
19536,6dc3275a749111eb9099229ae8d7075c,4,DC,pDC,pDC
19537,6dc96df4749111eb9099229ae8d7075c,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19538,6dc9ef86749111eb9099229ae8d7075c,2,DC,cDC2,HLA-DRhi cDC2
19539,6dcdfd4c749111eb9099229ae8d7075c,0,DC,pDC,pDC
19540,0f083af2745a11eb9460023cc5433a03,14,DC,cDC2,CD14+ cDC2
19541,0f09abf8745a11eb9460023cc5433a03,10,DC,cDC2,CD14+ cDC2
19542,0f0fbe6c745a11eb9460023cc5433a03,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19543,0f190f94745a11eb9460023cc5433a03,10,Monocyte,CD14 monocyte,Core CD14 monocyte
19544,0f1c9178745a11eb9460023cc5433a03,1,DC,pDC,pDC
19545,0f1e2dda745a11eb9460023cc5433a03,0,DC,pDC,pDC
19546,0f1e940a745a11eb9460023cc5433a03,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19547,0f24e1c0745a11eb9460023cc5433a03,8,DC,cDC2,HLA-DRhi cDC2
19548,0f26be64745a11eb9460023cc5433a03,4,DC,pDC,pDC
19549,0f2ab51e745a11eb9460023cc5433a03,6,DC,cDC2,CD14+ cDC2
19550,0f34e4f8745a11eb9460023cc5433a03,16,DC,cDC2,CD14+ cDC2
19551,0f35721a745a11eb9460023cc5433a03,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19552,0f37f242745a11eb9460023cc5433a03,0,DC,pDC,pDC
19553,0f3dcc30745a11eb9460023cc5433a03,17,DC,cDC1,cDC1
19554,0f3e1078745a11eb9460023cc5433a03,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19555,0f4be19e745a11eb9460023cc5433a03,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19556,0f4e1ebe745a11eb9460023cc5433a03,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19557,0f52498a745a11eb9460023cc5433a03,1,DC,pDC,pDC
19558,0f5276c6745a11eb9460023cc5433a03,15,DC,cDC2,CD14+ cDC2
19559,57d1077e746811eb8d8fe2317d9a82dc,8,DC,cDC2,HLA-DRhi cDC2
19560,57d428e6746811eb8d8fe2317d9a82dc,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19561,57d693d8746811eb8d8fe2317d9a82dc,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19562,57dcbb00746811eb8d8fe2317d9a82dc,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19563,57e2515a746811eb8d8fe2317d9a82dc,16,DC,cDC2,CD14+ cDC2
19564,57e28bb6746811eb8d8fe2317d9a82dc,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19565,57ec6dc0746811eb8d8fe2317d9a82dc,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19566,57efc3da746811eb8d8fe2317d9a82dc,0,DC,pDC,pDC
19567,58147b44746811eb8d8fe2317d9a82dc,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19568,58191992746811eb8d8fe2317d9a82dc,15,DC,cDC2,CD14+ cDC2
19569,582ae622746811eb8d8fe2317d9a82dc,15,DC,cDC2,CD14+ cDC2
19570,582b585a746811eb8d8fe2317d9a82dc,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19571,583518fe746811eb8d8fe2317d9a82dc,10,DC,cDC2,CD14+ cDC2
19572,827379b4746b11eba241fa7146609c17,14,DC,cDC2,HLA-DRhi cDC2
19573,8273b7d0746b11eba241fa7146609c17,16,DC,cDC2,HLA-DRhi cDC2
19574,8276cb3c746b11eba241fa7146609c17,19,DC,cDC2,CD14+ cDC2
19575,827be96e746b11eba241fa7146609c17,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19576,8282c8c4746b11eba241fa7146609c17,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19577,828348c6746b11eba241fa7146609c17,14,DC,cDC2,CD14+ cDC2
19578,8284a3d8746b11eba241fa7146609c17,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19579,828baaac746b11eba241fa7146609c17,18,Doublet,Doublet,Doublet
19580,8296fbc8746b11eba241fa7146609c17,0,DC,pDC,pDC
19581,82996098746b11eba241fa7146609c17,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19582,829ce218746b11eba241fa7146609c17,15,DC,cDC2,CD14+ cDC2
19583,829e6d68746b11eba241fa7146609c17,19,DC,cDC2,CD14+ cDC2
19584,82a0fef2746b11eba241fa7146609c17,10,DC,cDC2,CD14+ cDC2
19585,82a22dae746b11eba241fa7146609c17,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19586,82a595c0746b11eba241fa7146609c17,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19587,82bd28ac746b11eba241fa7146609c17,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19588,82c34c5a746b11eba241fa7146609c17,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19589,82d0234e746b11eba241fa7146609c17,21,DC,ASDC,ASDC
19590,82d0765a746b11eba241fa7146609c17,15,DC,cDC2,CD14+ cDC2
19591,4b4fc33e746b11eb83a4c235a3a08626,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19592,4b576576746b11eb83a4c235a3a08626,2,DC,cDC2,HLA-DRhi cDC2
19593,4b599bb6746b11eb83a4c235a3a08626,1,DC,pDC,pDC
19594,4b5ecf82746b11eb83a4c235a3a08626,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19595,4b61514e746b11eb83a4c235a3a08626,0,DC,pDC,pDC
19596,4b665932746b11eb83a4c235a3a08626,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19597,4b6f1018746b11eb83a4c235a3a08626,21,DC,pDC,pDC
19598,4b7ac5de746b11eb83a4c235a3a08626,9,DC,cDC2,HLA-DRhi cDC2
19599,4b7b6962746b11eb83a4c235a3a08626,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19600,4b7be3ec746b11eb83a4c235a3a08626,17,DC,cDC1,cDC1
19601,4b8ae0e0746b11eb83a4c235a3a08626,0,DC,pDC,pDC
19602,4b8c9fc0746b11eb83a4c235a3a08626,4,DC,pDC,pDC
19603,4b9aeada746b11eb83a4c235a3a08626,0,DC,pDC,pDC
19604,4ba45494746b11eb83a4c235a3a08626,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19605,4ba5826a746b11eb83a4c235a3a08626,15,DC,cDC2,CD14+ cDC2
19606,4ba7e014746b11eb83a4c235a3a08626,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19607,117b0336746a11eba6ee4656f02e1fdd,14,DC,cDC2,CD14+ cDC2
19608,117f2236746a11eba6ee4656f02e1fdd,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19609,11804f8a746a11eba6ee4656f02e1fdd,2,DC,cDC2,CD14+ cDC2
19610,11900f6a746a11eba6ee4656f02e1fdd,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19611,119583a0746a11eba6ee4656f02e1fdd,15,DC,cDC2,CD14+ cDC2
19612,11977e26746a11eba6ee4656f02e1fdd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19613,11bd24c8746a11eba6ee4656f02e1fdd,17,DC,cDC1,cDC1
19614,11c4784a746a11eba6ee4656f02e1fdd,1,DC,pDC,pDC
19615,11cece80746a11eba6ee4656f02e1fdd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19616,11d20e88746a11eba6ee4656f02e1fdd,15,DC,cDC2,CD14+ cDC2
19617,11d2c698746a11eba6ee4656f02e1fdd,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19618,11e5f8f8746a11eba6ee4656f02e1fdd,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19619,11ec7bce746a11eba6ee4656f02e1fdd,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19620,11ec92da746a11eba6ee4656f02e1fdd,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19621,f1e6dac4746711eb96b76e4cdef221b1,4,DC,pDC,pDC
19622,f1e7f940746711eb96b76e4cdef221b1,2,DC,cDC2,CD14+ cDC2
19623,f1e889d2746711eb96b76e4cdef221b1,9,DC,cDC2,CD14+ cDC2
19624,f1eae952746711eb96b76e4cdef221b1,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19625,f1f59d16746711eb96b76e4cdef221b1,1,DC,pDC,pDC
19626,f1f87ea0746711eb96b76e4cdef221b1,4,DC,pDC,pDC
19627,f203f834746711eb96b76e4cdef221b1,10,DC,cDC2,CD14+ cDC2
19628,f20a9694746711eb96b76e4cdef221b1,2,DC,cDC2,HLA-DRhi cDC2
19629,f21ab010746711eb96b76e4cdef221b1,19,Monocyte,CD14 monocyte,Core CD14 monocyte
19630,f21fbc68746711eb96b76e4cdef221b1,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19631,f22a51b4746711eb96b76e4cdef221b1,15,DC,cDC2,CD14+ cDC2
19632,f23591a0746711eb96b76e4cdef221b1,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19633,f23ca396746711eb96b76e4cdef221b1,1,DC,pDC,pDC
19634,f24cef58746711eb96b76e4cdef221b1,14,DC,cDC2,CD14+ cDC2
19635,f24f39f2746711eb96b76e4cdef221b1,0,DC,pDC,pDC
19636,f2583070746711eb96b76e4cdef221b1,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19637,f2637e6c746711eb96b76e4cdef221b1,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19638,661a7fe6745311eb89b7ee2f69934f24,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19639,661dff36745311eb89b7ee2f69934f24,2,DC,cDC2,HLA-DRhi cDC2
19640,661e9f9a745311eb89b7ee2f69934f24,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19641,662cd484745311eb89b7ee2f69934f24,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19642,662cf19e745311eb89b7ee2f69934f24,17,DC,cDC1,cDC1
19643,662e8aae745311eb89b7ee2f69934f24,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19644,6631d902745311eb89b7ee2f69934f24,1,DC,pDC,pDC
19645,66323cda745311eb89b7ee2f69934f24,2,DC,cDC2,HLA-DRhi cDC2
19646,663547ae745311eb89b7ee2f69934f24,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19647,66355c94745311eb89b7ee2f69934f24,19,DC,cDC2,CD14+ cDC2
19648,663b5f18745311eb89b7ee2f69934f24,2,DC,cDC2,HLA-DRhi cDC2
19649,6644cfa8745311eb89b7ee2f69934f24,1,DC,pDC,pDC
19650,664770e6745311eb89b7ee2f69934f24,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19651,6649f03c745311eb89b7ee2f69934f24,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19652,7c3421cc746911eb8b7dee0008289f2d,10,DC,cDC2,CD14+ cDC2
19653,7c35c054746911eb8b7dee0008289f2d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19654,7c37d3ee746911eb8b7dee0008289f2d,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19655,7c38aeb8746911eb8b7dee0008289f2d,15,DC,cDC2,CD14+ cDC2
19656,7c39638a746911eb8b7dee0008289f2d,14,DC,cDC2,CD14+ cDC2
19657,7c3c0982746911eb8b7dee0008289f2d,4,DC,pDC,pDC
19658,7c3d001c746911eb8b7dee0008289f2d,2,DC,cDC2,HLA-DRhi cDC2
19659,7c40582a746911eb8b7dee0008289f2d,19,Monocyte,CD14 monocyte,Core CD14 monocyte
19660,7c4f5398746911eb8b7dee0008289f2d,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19661,7c5c98c8746911eb8b7dee0008289f2d,8,DC,cDC2,HLA-DRhi cDC2
19662,7c8d1732746911eb8b7dee0008289f2d,1,DC,pDC,pDC
19663,7c9711b0746911eb8b7dee0008289f2d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19664,7c9b39de746911eb8b7dee0008289f2d,13,DC,cDC2,ISG+ cDC2
19665,7c9eaa1a746911eb8b7dee0008289f2d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19666,12e830a2745311ebbb1cf6a20bf9215d,21,DC,pDC,pDC
19667,12ee18a0745311ebbb1cf6a20bf9215d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19668,12ee6e54745311ebbb1cf6a20bf9215d,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19669,12ef86d6745311ebbb1cf6a20bf9215d,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19670,12f23de0745311ebbb1cf6a20bf9215d,16,DC,cDC2,CD14+ cDC2
19671,12f38e20745311ebbb1cf6a20bf9215d,2,DC,cDC2,HLA-DRhi cDC2
19672,12fb9e26745311ebbb1cf6a20bf9215d,15,DC,cDC2,CD14+ cDC2
19673,1301168a745311ebbb1cf6a20bf9215d,11,DC,cDC2,HLA-DRhi cDC2
19674,13032042745311ebbb1cf6a20bf9215d,18,Doublet,Doublet,Doublet
19675,1306e056745311ebbb1cf6a20bf9215d,17,DC,cDC1,cDC1
19676,1309181c745311ebbb1cf6a20bf9215d,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19677,130d733a745311ebbb1cf6a20bf9215d,4,DC,pDC,pDC
19678,1312a346745311ebbb1cf6a20bf9215d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19679,1314d9fe745311ebbb1cf6a20bf9215d,19,DC,cDC2,CD14+ cDC2
19680,1314e674745311ebbb1cf6a20bf9215d,8,DC,cDC2,HLA-DRhi cDC2
19681,1316f46e745311ebbb1cf6a20bf9215d,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19682,1327a52a745311ebbb1cf6a20bf9215d,9,DC,cDC2,HLA-DRhi cDC2
19683,1327e076745311ebbb1cf6a20bf9215d,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19684,13316524745311ebbb1cf6a20bf9215d,2,DC,cDC2,HLA-DRhi cDC2
19685,133633e2745311ebbb1cf6a20bf9215d,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19686,13397cdc745311ebbb1cf6a20bf9215d,15,DC,cDC2,CD14+ cDC2
19687,ef618976746111ebb005fab458a363f4,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19688,ef633d84746111ebb005fab458a363f4,11,DC,cDC2,HLA-DRhi cDC2
19689,ef69087c746111ebb005fab458a363f4,2,DC,cDC2,HLA-DRhi cDC2
19690,ef694fda746111ebb005fab458a363f4,16,DC,cDC2,HLA-DRhi cDC2
19691,ef6a11f4746111ebb005fab458a363f4,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19692,ef6aa8ee746111ebb005fab458a363f4,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19693,ef6c078e746111ebb005fab458a363f4,3,Monocyte,CD14 monocyte,Core CD14 monocyte
